"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
"1",87.2365328987568,65.0249314218125,90.1991194368897,83.3537489985808,87.6132761967238,78.0739767572558,72.9172158729985,87.235606327234,92.2719753032524,78.4850250167325,81.4672482602191,84.6351860350347,79.4522237440041,86.5486331584581,93.7046628972359,82.1035724097676,84.655407045799,102.233941366832
"2",90.4128062216159,85.0573379080692,85.402818394628,86.4826135244007,84.7372606582193,86.0878421078606,72.0565387428238,84.9043361120749,92.7825981082646,88.239241344938,88.5522034340971,80.3609944389364,85.7028780471725,81.38162285564,87.3090712468685,92.5378745564066,76.0347760178911,89.2641598491777
"3",92.9907942358256,89.706972780951,85.6396803843954,92.9094030834897,88.715482400997,90.2955841995865,77.8393263325966,82.6163411759502,92.2509269274523,92.4705534953752,86.7047047391615,84.5761261263257,88.3556182552919,82.2818256964867,90.2387447226317,91.1598303693542,81.4269865150151,88.0372825854596
"4",90.937895740187,88.5182449162716,84.814775608728,91.5676088439035,86.9723619076509,87.2835217519633,83.6125857580756,83.3855444758316,87.2145164331242,92.6940506687832,83.2604896814843,89.6675905540725,88.5830773734684,82.9033140767708,93.7132425578956,95.1775511608773,76.5189651167995,87.0520680675248
"5",83.9987137757079,83.1425515146076,81.1533289482874,88.7978528024728,81.3456452380689,86.0306750804788,83.85607439607,83.6676593538986,84.1901801726109,90.5287126784239,84.1553583345205,89.243582172632,89.1228688440223,80.9523732234687,90.1336562681949,94.6390503811181,75.397458116191,85.1233007674918
"6",84.0447959586364,88.0672609226579,85.2939846833793,91.1014360293304,81.849313514682,87.8967722747767,78.8886767324994,86.8041625277283,85.7389653819031,86.8770057114122,82.2301524297545,84.2587662010896,79.2564306329607,84.5358295725957,88.6307569419378,96.7670985749212,78.4513740971784,83.2102073442845
"7",75.0629985066693,79.1951348259436,81.7953530080642,85.5779918548631,78.2867068822578,84.5783060241491,76.131654419161,83.537851517473,78.9136408527192,78.848942924588,82.1754322485378,78.9570938839175,82.3751735794861,84.6863538466232,87.7196730028506,96.6720883759335,79.6970653574435,82.7797592523316
"8",87.0487867227226,101.857896656239,90.6883969283517,100.722595002462,87.5504262966031,89.702806329954,84.1160769276598,87.0711343979105,76.2089373938307,81.6042674124819,84.0012659864103,86.1774224922378,85.1042350384846,89.4781611306691,90.185358193775,92.3818360252319,78.6676461508314,88.1423643435904
"9",84.0216300164006,94.2380071035232,86.1610021871473,94.1753795085844,90.2710169318553,90.9431502617104,89.3771731631843,87.3147438571204,83.9697629041557,80.8778561234523,82.3335726587516,89.9742850967057,83.5611280867705,95.4428414962592,92.3956399518604,92.7489705115845,83.6273231352662,87.325685753686
"10",87.0640623022273,98.1479778735287,88.2488384172704,96.5483849968477,92.014589919369,90.4109019748328,89.511979942234,87.0038990581063,86.6332597699547,79.5912403574004,83.3816594103361,85.3474286426724,80.5649573261298,92.7513457094654,87.9587397828077,92.8236905366177,83.6481136089912,86.0021214420047
"11",84.0521503387957,90.5045208527416,85.9515245363704,95.7021974652786,86.3517684076213,89.9969154977955,83.991423666651,87.2688750832944,80.4988051286967,83.9386917318736,86.9461443187274,87.3622402369396,83.6357659937779,91.8069556841585,92.0605186851487,95.565955401053,85.4870514087102,84.4798387570256
"12",88.0508014713063,95.1709410478411,85.5310056223386,97.005908017739,88.8036086069269,85.9473172667639,82.9447252783685,88.5119200758425,81.2072125405376,87.2793956637362,84.8318100175319,88.3269117644282,85.6321738797372,93.539796294629,93.8738778028276,91.7188649345153,81.240337994239,86.3362197897671
"13",86.0312046763866,87.4501538845034,80.2352559817232,94.7454107758803,89.8015519891721,79.6561118826918,86.5976994622146,90.0611343235237,85.455235376432,89.5514240189285,85.6849400853666,90.3044865888228,85.4231157419157,87.1044686011114,91.7520152236142,85.0843674332786,85.5860957309709,86.4370957998578
